Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,car_age,price_per_km,mileage_per_year,engine_size_category,ID
BMW,Z4,2.0,Petrol,2014,25692,30875,12,1.2,25692,Small,26285
Ford,Fiesta,1.4,Petrol,2003,89177,5168,23,0.06,89177,Small,26286
Toyota,RAV4,2.4,Hybrid,1999,129881,8113,27,0.06,129881,Medium,26287
Porsche,Cayenne,3.5,Petrol,1994,273581,2152,32,0.01,273581,Large,26288
Ford,Mondeo,1.8,Hybrid,1987,160540,2000,39,0.01,160540,Small,26289
Toyota,Yaris,1.4,Petrol,1999,117527,3719,27,0.03,117527,Small,26290
Ford,Fiesta,1.0,Petrol,2004,136715,3261,22,0.02,136715,Small,26291
VW,Polo,1.6,Petrol,2010,119826,7209,16,0.06,119826,Small,26292
VW,Passat,1.8,Diesel,2005,157862,6277,21,0.04,157862,Small,26293
VW,Polo,1.4,Diesel,2017,22586,21619,9,0.96,22586,Small,26294
Toyota,Yaris,1.4,Petrol,2010,129100,7080,16,0.05,129100,Small,26295
Ford,Fiesta,1.2,Petrol,1993,128937,1824,33,0.01,128937,Small,26296
Ford,Mondeo,1.8,Diesel,2001,124312,5958,25,0.05,124312,Small,26297
Toyota,RAV4,2.4,Petrol,2008,95727,15944,18,0.17,95727,Medium,26298
Ford,Mondeo,2.0,Diesel,2012,33785,24317,14,0.72,33785,Small,26299
VW,Passat,2.0,Diesel,2012,65524,21092,14,0.32,65524,Small,26300
Ford,Mondeo,1.6,Hybrid,1992,158392,2679,34,0.02,158392,Small,26301
BMW,M5,5.0,Petrol,1995,152862,10134,31,0.07,152862,Large,26302
Toyota,RAV4,2.4,Petrol,2006,129837,10786,20,0.08,129837,Medium,26303
Porsche,Cayenne,4.0,Petrol,1986,215869,2294,40,0.01,215869,Large,26304
Ford,Fiesta,1.4,Petrol,2016,47746,16191,10,0.34,47746,Small,26305
Toyota,RAV4,2.2,Petrol,1998,186903,3775,28,0.02,186903,Medium,26306
VW,Passat,2.0,Diesel,1990,264590,943,36,0.0,264590,Small,26307
BMW,X3,2.4,Diesel,2020,17171,58315,6,3.4,17171,Medium,26308
Toyota,Yaris,1.4,Hybrid,2019,29309,30665,7,1.05,29309,Small,26309
Porsche,911,3.0,Petrol,2013,53145,64051,13,1.21,53145,Medium,26310
BMW,M5,4.4,Petrol,2009,98026,37016,17,0.38,98026,Large,26311
VW,Polo,2.0,Petrol,1991,301449,458,35,0.0,301449,Small,26312
VW,Polo,1.2,Diesel,1994,241531,798,32,0.0,241531,Small,26313
Toyota,RAV4,1.8,Hybrid,2010,84170,20554,16,0.24,84170,Small,26314
Ford,Focus,1.0,Diesel,2013,59530,15835,13,0.27,59530,Small,26315
Ford,Fiesta,1.2,Petrol,2016,38393,15865,10,0.41,38393,Small,26316
Toyota,RAV4,1.8,Hybrid,1993,172149,3332,33,0.02,172149,Small,26317
Toyota,Yaris,1.2,Petrol,2006,95554,6465,20,0.07,95554,Small,26318
VW,Polo,1.6,Petrol,2005,109983,5566,21,0.05,109983,Small,26319
Toyota,Prius,1.8,Hybrid,2004,194918,4851,22,0.02,194918,Small,26320
Toyota,Prius,1.8,Hybrid,2018,28262,42542,8,1.51,28262,Small,26321
Toyota,RAV4,2.2,Hybrid,2005,104051,14113,21,0.14,104051,Medium,26322
Toyota,RAV4,2.2,Petrol,1997,163553,4310,29,0.03,163553,Medium,26323
BMW,Z4,2.0,Petrol,1997,166649,3621,29,0.02,166649,Small,26324
VW,Polo,1.0,Petrol,2012,75074,9009,14,0.12,75074,Small,26325
VW,Golf,1.8,Petrol,2006,78717,9379,20,0.12,78717,Small,26326
BMW,X3,3.0,Diesel,2004,62798,17078,22,0.27,62798,Medium,26327
Toyota,Yaris,1.4,Hybrid,1997,87447,4873,29,0.06,87447,Small,26328
Ford,Fiesta,1.4,Petrol,2003,57154,6415,23,0.11,57154,Small,26329
Toyota,RAV4,2.0,Hybrid,2003,138049,9064,23,0.07,138049,Small,26330
Ford,Focus,1.6,Petrol,2006,117010,7971,20,0.07,117010,Small,26331
Ford,Mondeo,1.4,Hybrid,1994,124382,3764,32,0.03,124382,Small,26332
Toyota,Yaris,1.0,Hybrid,1996,122464,2973,30,0.02,122464,Small,26333
Ford,Focus,1.6,Petrol,1994,173007,2277,32,0.01,173007,Small,26334
Toyota,RAV4,2.4,Hybrid,1986,232816,1413,40,0.01,232816,Medium,26335
Toyota,Prius,1.0,Hybrid,1992,202267,1523,34,0.01,202267,Small,26336
Ford,Mondeo,1.6,Diesel,2010,82547,13926,16,0.17,82547,Small,26337
VW,Golf,1.4,Petrol,2009,74136,10424,17,0.14,74136,Small,26338
Toyota,Prius,1.4,Hybrid,2008,87676,13169,18,0.15,87676,Small,26339
Ford,Mondeo,1.4,Diesel,1985,221057,798,41,0.0,221057,Small,26340
BMW,M5,5.0,Petrol,2001,111998,20872,25,0.19,111998,Large,26341
VW,Polo,1.0,Petrol,1997,30503,4386,29,0.14,30503,Small,26342
Toyota,Yaris,1.2,Petrol,2011,68492,10888,15,0.16,68492,Small,26343
VW,Golf,1.4,Petrol,2010,49023,13115,16,0.27,49023,Small,26344
Ford,Mondeo,1.6,Diesel,2015,35890,26240,11,0.73,35890,Small,26345
Toyota,RAV4,2.2,Hybrid,2018,30245,54655,8,1.81,30245,Medium,26346
VW,Golf,1.4,Petrol,1998,126146,3424,28,0.03,126146,Small,26347
Ford,Fiesta,1.0,Petrol,2011,75455,8191,15,0.11,75455,Small,26348
Ford,Fiesta,1.2,Petrol,2003,141834,3208,23,0.02,141834,Small,26349
Toyota,Prius,1.0,Hybrid,2016,36261,26492,10,0.73,36261,Small,26350
Ford,Fiesta,1.2,Petrol,1997,207430,1231,29,0.01,207430,Small,26351
Ford,Fiesta,1.0,Petrol,1990,210473,686,36,0.0,210473,Small,26352
BMW,X3,2.0,Diesel,2012,63853,23606,14,0.37,63853,Small,26353
Toyota,RAV4,2.0,Petrol,2013,44495,28598,13,0.64,44495,Small,26354
Toyota,Yaris,1.2,Petrol,2019,25271,24208,7,0.96,25271,Small,26355
VW,Passat,1.8,Diesel,1993,80886,5082,33,0.06,80886,Small,26356
Ford,Mondeo,1.8,Diesel,2002,70764,9391,24,0.13,70764,Small,26357
VW,Polo,1.2,Petrol,1995,218610,1000,31,0.0,218610,Small,26358
VW,Golf,1.8,Petrol,2015,33674,22763,11,0.68,33674,Small,26359
VW,Polo,1.4,Petrol,2012,108762,8380,14,0.08,108762,Small,26360
VW,Polo,2.0,Petrol,2009,90514,9369,17,0.1,90514,Small,26361
VW,Polo,1.0,Petrol,1997,81604,3169,29,0.04,81604,Small,26362
Ford,Fiesta,1.4,Petrol,2009,68081,8913,17,0.13,68081,Small,26363
VW,Golf,1.2,Petrol,2008,65793,9545,18,0.15,65793,Small,26364
Ford,Mondeo,2.0,Hybrid,1993,240581,1556,33,0.01,240581,Small,26365
Toyota,Yaris,1.2,Petrol,1995,161745,1850,31,0.01,161745,Small,26366
Toyota,Yaris,1.0,Petrol,1994,126707,2098,32,0.02,126707,Small,26367
Ford,Fiesta,1.4,Hybrid,2000,156651,3016,26,0.02,156651,Small,26368
Ford,Focus,1.4,Diesel,2013,78414,16523,13,0.21,78414,Small,26369
Ford,Focus,1.4,Diesel,2005,68065,10395,21,0.15,68065,Small,26370
Ford,Fiesta,1.2,Petrol,2019,20286,21495,7,1.06,20286,Small,26371
Toyota,RAV4,2.0,Hybrid,2005,168432,8068,21,0.05,168432,Small,26372
BMW,M5,4.4,Petrol,2001,110394,19818,25,0.18,110394,Large,26373
Toyota,Prius,1.8,Hybrid,2004,118579,9108,22,0.08,118579,Small,26374
Ford,Focus,1.0,Petrol,1991,154567,1720,35,0.01,154567,Small,26375
BMW,X3,3.0,Petrol,2012,73091,25895,14,0.35,73091,Medium,26376
VW,Passat,2.0,Diesel,2009,57728,18166,17,0.31,57728,Small,26377
Toyota,Prius,1.8,Hybrid,2019,25322,46238,7,1.83,25322,Small,26378
Toyota,Yaris,1.2,Petrol,2005,85098,6516,21,0.08,85098,Small,26379
BMW,M5,4.4,Petrol,2001,125393,17670,25,0.14,125393,Large,26380
VW,Passat,2.0,Diesel,2006,119547,9608,20,0.08,119547,Small,26381
VW,Polo,2.0,Petrol,2011,60042,13168,15,0.22,60042,Small,26382
VW,Golf,2.0,Hybrid,2017,46463,30475,9,0.66,46463,Small,26383
Ford,Focus,1.8,Petrol,2015,51520,24327,11,0.47,51520,Small,26384
VW,Polo,2.0,Petrol,2014,60831,16002,12,0.26,60831,Small,26385
Toyota,Yaris,1.4,Petrol,1989,183081,1118,37,0.01,183081,Small,26386
Ford,Focus,2.0,Petrol,1989,238311,1023,37,0.0,238311,Small,26387
Toyota,RAV4,2.2,Hybrid,2013,50704,34640,13,0.68,50704,Medium,26388
Ford,Fiesta,1.4,Petrol,2009,71804,8694,17,0.12,71804,Small,26389
BMW,X3,2.4,Diesel,1995,180865,3392,31,0.02,180865,Medium,26390
Toyota,Yaris,1.2,Petrol,2009,134864,5859,17,0.04,134864,Small,26391
VW,Golf,1.4,Petrol,1994,183155,1640,32,0.01,183155,Small,26392
Ford,Focus,1.6,Petrol,2002,126582,5671,24,0.04,126582,Small,26393
VW,Polo,1.2,Petrol,1997,174232,1687,29,0.01,174232,Small,26394
Ford,Fiesta,1.2,Hybrid,1989,151255,1402,37,0.01,151255,Small,26395
Toyota,Yaris,1.2,Petrol,2019,41983,21959,7,0.52,41983,Small,26396
Toyota,Prius,1.8,Hybrid,2019,18569,48003,7,2.59,18569,Small,26397
VW,Passat,2.0,Diesel,1995,189247,2601,31,0.01,189247,Small,26398
VW,Passat,2.0,Diesel,2010,47757,20675,16,0.43,47757,Small,26399
VW,Golf,1.8,Petrol,1996,137841,3098,30,0.02,137841,Small,26400
VW,Polo,1.0,Petrol,2014,35513,13231,12,0.37,35513,Small,26401
Ford,Focus,1.4,Petrol,2001,149250,4140,25,0.03,149250,Small,26402
VW,Golf,2.0,Hybrid,2003,53093,11500,23,0.22,53093,Small,26403
Toyota,RAV4,2.4,Hybrid,2012,45959,34855,14,0.76,45959,Medium,26404
VW,Golf,2.0,Diesel,1992,213410,1381,34,0.01,213410,Small,26405
Toyota,Prius,1.4,Hybrid,1991,187158,1924,35,0.01,187158,Small,26406
BMW,Z4,3.0,Petrol,1988,297993,740,38,0.0,297993,Medium,26407
Ford,Mondeo,2.0,Diesel,2020,18893,45093,6,2.39,18893,Small,26408
VW,Polo,1.2,Petrol,1993,221471,853,33,0.0,221471,Small,26409
VW,Golf,2.0,Petrol,2018,22645,31208,8,1.38,22645,Small,26410
VW,Passat,1.4,Petrol,1996,215162,1762,30,0.01,215162,Small,26411
VW,Passat,1.6,Diesel,2015,56917,24365,11,0.43,56917,Small,26412
Ford,Mondeo,1.4,Diesel,2006,47519,12558,20,0.26,47519,Small,26413
BMW,Z4,2.2,Petrol,2022,1027,62960,4,61.3,1027,Medium,26414
Ford,Mondeo,1.6,Diesel,1993,152085,2639,33,0.02,152085,Small,26415
Toyota,RAV4,2.4,Hybrid,2012,44073,35259,14,0.8,44073,Medium,26416
Ford,Mondeo,1.6,Diesel,1998,195749,2542,28,0.01,195749,Small,26417
BMW,X3,3.0,Petrol,2007,65583,19507,19,0.3,65583,Medium,26418
VW,Golf,1.4,Petrol,2002,124447,4530,24,0.04,124447,Small,26419
Toyota,Prius,1.0,Hybrid,1990,325281,424,36,0.0,325281,Small,26420
Ford,Focus,1.8,Petrol,2000,128791,5174,26,0.04,128791,Small,26421
Ford,Mondeo,1.6,Diesel,2015,26340,27727,11,1.05,26340,Small,26422
BMW,X3,2.0,Diesel,2010,66378,20319,16,0.31,66378,Small,26423
VW,Passat,1.6,Diesel,2016,43093,28385,10,0.66,43093,Small,26424
Ford,Mondeo,1.6,Diesel,2003,124406,6414,23,0.05,124406,Small,26425
VW,Passat,2.0,Diesel,2016,39199,32488,10,0.83,39199,Small,26426
BMW,X3,3.0,Diesel,2011,41604,31108,15,0.75,41604,Medium,26427
Ford,Focus,2.0,Diesel,2012,104641,15321,14,0.15,104641,Small,26428
VW,Passat,2.0,Diesel,2012,90740,17743,14,0.2,90740,Small,26429
VW,Golf,1.2,Diesel,2007,99678,7408,19,0.07,99678,Small,26430
VW,Polo,1.2,Petrol,2006,121002,4739,20,0.04,121002,Small,26431
Ford,Focus,2.0,Petrol,1999,101246,6289,27,0.06,101246,Small,26432
Toyota,Yaris,1.0,Petrol,2006,117898,4998,20,0.04,117898,Small,26433
Ford,Fiesta,1.4,Petrol,2007,160873,3870,19,0.02,160873,Small,26434
Toyota,Prius,1.8,Hybrid,2007,127787,10359,19,0.08,127787,Small,26435
VW,Polo,1.4,Petrol,2003,72123,5968,23,0.08,72123,Small,26436
Ford,Mondeo,1.8,Diesel,2008,126394,9349,18,0.07,126394,Small,26437
Porsche,Cayenne,3.5,Petrol,2014,8942,64054,12,7.16,8942,Large,26438
Porsche,718 Cayman,2.0,Petrol,2020,18233,58055,6,3.18,18233,Small,26439
VW,Golf,1.2,Petrol,1989,141863,1536,37,0.01,141863,Small,26440
BMW,M5,5.0,Petrol,2014,74646,64910,12,0.87,74646,Large,26441
Ford,Focus,1.0,Diesel,1996,87878,4209,30,0.05,87878,Small,26442
Ford,Focus,2.0,Petrol,1992,202318,1728,34,0.01,202318,Small,26443
Toyota,RAV4,2.0,Hybrid,1992,142477,4201,34,0.03,142477,Small,26444
Toyota,Prius,1.0,Hybrid,1988,280596,569,38,0.0,280596,Small,26445
VW,Golf,1.6,Petrol,1992,256229,796,34,0.0,256229,Small,26446
Toyota,RAV4,1.8,Petrol,1995,170964,3205,31,0.02,170964,Small,26447
VW,Polo,1.2,Petrol,2007,79723,6850,19,0.09,79723,Small,26448
Toyota,RAV4,2.0,Hybrid,1992,227925,2011,34,0.01,227925,Small,26449
Toyota,Prius,1.0,Hybrid,2002,120533,5853,24,0.05,120533,Small,26450
Ford,Mondeo,2.0,Diesel,1995,147294,3507,31,0.02,147294,Small,26451
Ford,Fiesta,1.2,Petrol,2012,80507,9265,14,0.12,80507,Small,26452
VW,Golf,1.6,Diesel,1994,171139,2040,32,0.01,171139,Small,26453
Toyota,RAV4,2.2,Hybrid,2019,6047,66662,7,11.02,6047,Medium,26454
Ford,Fiesta,1.2,Petrol,1995,157627,1654,31,0.01,157627,Small,26455
Ford,Fiesta,1.4,Hybrid,1988,39151,3165,38,0.08,39151,Small,26456
Ford,Fiesta,1.0,Petrol,1993,316384,312,33,0.0,316384,Small,26457
VW,Polo,1.4,Petrol,2005,127581,4550,21,0.04,127581,Small,26458
Ford,Focus,1.6,Petrol,2000,92666,6398,26,0.07,92666,Small,26459
Ford,Focus,2.0,Petrol,1990,192967,1642,36,0.01,192967,Small,26460
BMW,X3,3.0,Diesel,1998,167258,5200,28,0.03,167258,Medium,26461
VW,Polo,1.2,Petrol,2004,90588,5197,22,0.06,90588,Small,26462
Ford,Focus,1.8,Petrol,1993,161450,2490,33,0.02,161450,Small,26463
Ford,Focus,1.6,Petrol,2017,13235,32723,9,2.47,13235,Small,26464
Ford,Focus,1.6,Petrol,1987,249727,721,39,0.0,249727,Small,26465
Toyota,Yaris,1.2,Hybrid,2000,111629,4619,26,0.04,111629,Small,26466
Porsche,911,2.6,Petrol,2022,5730,142550,4,24.88,5730,Medium,26467
Toyota,Prius,1.8,Hybrid,2015,58714,28953,11,0.49,58714,Small,26468
VW,Polo,2.0,Petrol,2012,69884,13195,14,0.19,69884,Small,26469
Toyota,Yaris,1.4,Petrol,2002,166199,3071,24,0.02,166199,Small,26470
Ford,Focus,1.8,Petrol,2016,54346,25546,10,0.47,54346,Small,26471
BMW,X3,2.4,Diesel,2016,44464,38164,10,0.86,44464,Medium,26472
VW,Polo,1.4,Petrol,2000,108189,3781,26,0.03,108189,Small,26473
BMW,M5,4.4,Petrol,1990,254438,2783,36,0.01,254438,Large,26474
Ford,Mondeo,2.0,Hybrid,1994,87682,5907,32,0.07,87682,Small,26475
Ford,Focus,1.0,Hybrid,2013,30718,21580,13,0.7,30718,Small,26476
Toyota,RAV4,1.8,Petrol,2020,23823,48820,6,2.05,23823,Small,26477
VW,Polo,1.2,Petrol,1989,163396,1084,37,0.01,163396,Small,26478
Toyota,Yaris,1.2,Petrol,2009,54161,10457,17,0.19,54161,Small,26479
Ford,Mondeo,1.8,Diesel,1996,133613,3969,30,0.03,133613,Small,26480
Toyota,Prius,1.0,Hybrid,2010,110982,10729,16,0.1,110982,Small,26481
Ford,Fiesta,1.0,Petrol,1987,95526,1436,39,0.02,95526,Small,26482
Ford,Focus,1.0,Petrol,2020,23130,29938,6,1.29,23130,Small,26483
VW,Golf,2.0,Petrol,2002,51040,9081,24,0.18,51040,Small,26484
Porsche,911,3.0,Petrol,1991,107591,10149,35,0.09,107591,Medium,26485
Toyota,Yaris,1.4,Petrol,2013,57264,14458,13,0.25,57264,Small,26486
Ford,Fiesta,1.0,Petrol,2019,28157,18775,7,0.67,28157,Small,26487
Ford,Mondeo,2.0,Diesel,1997,119390,4997,29,0.04,119390,Small,26488
Toyota,Yaris,1.0,Hybrid,2019,25530,26479,7,1.04,25530,Small,26489
VW,Passat,1.4,Petrol,1991,185698,1637,35,0.01,185698,Small,26490
VW,Golf,1.4,Petrol,2020,15816,30972,6,1.96,15816,Small,26491
VW,Golf,1.8,Petrol,2003,140352,4843,23,0.03,140352,Small,26492
Ford,Fiesta,1.2,Petrol,1993,228568,780,33,0.0,228568,Small,26493
Ford,Fiesta,1.2,Petrol,2018,34358,18564,8,0.54,34358,Small,26494
Ford,Mondeo,2.0,Diesel,1999,146964,4591,27,0.03,146964,Small,26495
Ford,Focus,1.6,Petrol,1993,119692,3282,33,0.03,119692,Small,26496
Toyota,RAV4,2.2,Hybrid,1987,260291,1122,39,0.0,260291,Medium,26497
VW,Passat,1.4,Diesel,1998,125434,4506,28,0.04,125434,Small,26498
VW,Passat,1.6,Petrol,2006,114294,8519,20,0.07,114294,Small,26499
Porsche,911,3.0,Petrol,1985,163636,4360,41,0.03,163636,Medium,26500
BMW,X3,3.0,Diesel,2002,148886,7907,24,0.05,148886,Medium,26501
VW,Passat,1.6,Petrol,2014,49177,22792,12,0.46,49177,Small,26502
Toyota,Yaris,1.2,Petrol,1989,130525,1598,37,0.01,130525,Small,26503
Ford,Fiesta,1.0,Petrol,2013,67209,9892,13,0.15,67209,Small,26504
BMW,X3,3.0,Diesel,2022,1937,80687,4,41.66,1937,Medium,26505
Ford,Focus,1.6,Petrol,2001,175194,3564,25,0.02,175194,Small,26506
Toyota,Prius,1.8,Hybrid,1984,232335,915,42,0.0,232335,Small,26507
Toyota,Prius,1.0,Hybrid,1998,100488,5211,28,0.05,100488,Small,26508
VW,Polo,1.2,Petrol,2017,49825,16235,9,0.33,49825,Small,26509
Porsche,718 Cayman,4.0,Petrol,2011,49370,37572,15,0.76,49370,Large,26510
VW,Passat,1.8,Diesel,1985,210711,1049,41,0.0,210711,Small,26511
VW,Passat,1.6,Diesel,2001,114204,6414,25,0.06,114204,Small,26512
Toyota,Yaris,1.0,Hybrid,2013,15101,18799,13,1.24,15101,Small,26513
VW,Passat,1.6,Diesel,1991,220260,1354,35,0.01,220260,Small,26514
Toyota,RAV4,2.0,Hybrid,2008,101466,16751,18,0.17,101466,Small,26515
Toyota,RAV4,2.2,Hybrid,2016,60325,39801,10,0.66,60325,Medium,26516
VW,Passat,1.8,Diesel,2015,67076,24191,11,0.36,67076,Small,26517
Toyota,Yaris,1.4,Petrol,2005,82394,7172,21,0.09,82394,Small,26518
VW,Passat,1.8,Diesel,1985,235333,839,41,0.0,235333,Small,26519
Porsche,911,2.6,Petrol,1998,113026,14465,28,0.13,113026,Medium,26520
Ford,Mondeo,1.8,Diesel,1997,158580,3464,29,0.02,158580,Small,26521
Toyota,Prius,1.8,Hybrid,2015,68606,27139,11,0.4,68606,Small,26522
Toyota,RAV4,2.0,Hybrid,2006,59922,19534,20,0.33,59922,Small,26523
Toyota,RAV4,2.4,Hybrid,1995,183529,3989,31,0.02,183529,Medium,26524
BMW,M5,5.0,Petrol,2016,51362,86334,10,1.68,51362,Large,26525
BMW,Z4,2.4,Petrol,1989,225565,1389,37,0.01,225565,Medium,26526
BMW,M5,4.0,Petrol,2012,5576,76796,14,13.77,5576,Large,26527
VW,Passat,2.0,Petrol,2014,53958,24731,12,0.46,53958,Small,26528
Toyota,Prius,1.8,Hybrid,2003,124222,8158,23,0.07,124222,Small,26529
Toyota,RAV4,2.0,Hybrid,2003,118524,10561,23,0.09,118524,Small,26530
VW,Golf,1.2,Diesel,1999,188486,2125,27,0.01,188486,Small,26531
Toyota,RAV4,2.2,Hybrid,2006,119603,13417,20,0.11,119603,Medium,26532
VW,Polo,1.2,Petrol,2007,77058,6977,19,0.09,77058,Small,26533
VW,Passat,2.0,Diesel,2013,69044,22027,13,0.32,69044,Small,26534
Ford,Mondeo,1.6,Diesel,2003,112468,7028,23,0.06,112468,Small,26535
Ford,Fiesta,1.2,Hybrid,1993,206355,1142,33,0.01,206355,Small,26536
Ford,Focus,1.6,Diesel,2007,106383,9693,19,0.09,106383,Small,26537
VW,Golf,1.4,Diesel,2013,32958,18525,13,0.56,32958,Small,26538
Ford,Focus,1.4,Petrol,1998,250671,1392,28,0.01,250671,Small,26539
VW,Golf,1.8,Petrol,2007,98480,8717,19,0.09,98480,Small,26540
VW,Golf,2.0,Petrol,2017,45927,25479,9,0.55,45927,Small,26541
VW,Passat,1.4,Diesel,2005,140092,6399,21,0.05,140092,Small,26542
Toyota,Yaris,1.4,Hybrid,1999,149141,3475,27,0.02,149141,Small,26543
BMW,Z4,2.0,Petrol,2009,94687,14179,17,0.15,94687,Small,26544
Ford,Focus,1.4,Diesel,2018,39481,29618,8,0.75,39481,Small,26545
Ford,Focus,1.4,Diesel,2019,27765,33899,7,1.22,27765,Small,26546
Ford,Fiesta,1.2,Petrol,2017,25998,18222,9,0.7,25998,Small,26547
Toyota,Prius,1.0,Hybrid,1995,125867,3521,31,0.03,125867,Small,26548
Porsche,911,3.5,Petrol,1997,200640,7623,29,0.04,200640,Large,26549
Ford,Mondeo,1.6,Diesel,2010,68284,15345,16,0.22,68284,Small,26550
Ford,Fiesta,1.2,Petrol,2017,34134,17390,9,0.51,34134,Small,26551
VW,Passat,1.6,Diesel,2016,34688,29843,10,0.86,34688,Small,26552
VW,Golf,2.0,Petrol,2012,66513,16013,14,0.24,66513,Small,26553
VW,Golf,1.4,Petrol,2003,119583,5028,23,0.04,119583,Small,26554
Toyota,Yaris,1.0,Petrol,2013,55051,12393,13,0.23,55051,Small,26555
VW,Golf,1.2,Petrol,1992,155829,1674,34,0.01,155829,Small,26556
Ford,Mondeo,2.0,Diesel,2010,87298,15061,16,0.17,87298,Small,26557
Toyota,Yaris,1.2,Hybrid,1989,282470,503,37,0.0,282470,Small,26558
Toyota,Prius,1.8,Hybrid,2018,45163,38499,8,0.85,45163,Small,26559
Toyota,RAV4,2.0,Petrol,2004,51352,15044,22,0.29,51352,Small,26560
Ford,Mondeo,2.0,Diesel,2007,104094,10922,19,0.1,104094,Small,26561
Toyota,Prius,1.8,Hybrid,2009,72532,17720,17,0.24,72532,Small,26562
Ford,Focus,2.0,Petrol,1996,111995,4753,30,0.04,111995,Small,26563
Ford,Fiesta,1.4,Petrol,2017,47137,17373,9,0.37,47137,Small,26564
VW,Golf,1.6,Hybrid,2011,59669,16813,15,0.28,59669,Small,26565
Toyota,Prius,1.0,Hybrid,1992,127125,2855,34,0.02,127125,Small,26566
Ford,Mondeo,1.8,Petrol,2015,21686,28747,11,1.33,21686,Small,26567
VW,Polo,1.2,Petrol,2003,113229,4117,23,0.04,113229,Small,26568
Ford,Focus,2.0,Petrol,2009,55732,16738,17,0.3,55732,Small,26569
VW,Golf,1.4,Petrol,2020,30789,28490,6,0.93,30789,Small,26570
VW,Passat,1.8,Diesel,1999,90045,7110,27,0.08,90045,Small,26571
VW,Passat,1.4,Diesel,1994,223090,1508,32,0.01,223090,Small,26572
VW,Passat,1.4,Diesel,1997,156793,3276,29,0.02,156793,Small,26573
Ford,Focus,1.4,Petrol,2007,55666,12261,19,0.22,55666,Small,26574
BMW,X3,3.0,Petrol,2015,35563,40097,11,1.13,35563,Medium,26575
Toyota,Yaris,1.4,Hybrid,1987,258526,595,39,0.0,258526,Small,26576
Ford,Focus,1.6,Diesel,1992,249419,1059,34,0.0,249419,Small,26577
Ford,Focus,1.8,Petrol,2006,124647,7972,20,0.06,124647,Small,26578
VW,Golf,1.4,Petrol,2016,38848,20814,10,0.54,38848,Small,26579
Ford,Mondeo,1.8,Diesel,1993,109786,3905,33,0.04,109786,Small,26580
Ford,Fiesta,1.2,Petrol,1993,108772,2129,33,0.02,108772,Small,26581
Toyota,Yaris,1.2,Hybrid,1987,224973,750,39,0.0,224973,Small,26582
Toyota,RAV4,2.0,Hybrid,2011,104956,19940,15,0.19,104956,Small,26583
Ford,Fiesta,1.4,Petrol,1995,201219,1229,31,0.01,201219,Small,26584
Toyota,RAV4,1.8,Hybrid,1998,168222,4808,28,0.03,168222,Small,26585
VW,Polo,1.2,Petrol,1998,154250,2132,28,0.01,154250,Small,26586
Ford,Focus,2.0,Diesel,2004,176771,5042,22,0.03,176771,Small,26587
Ford,Mondeo,1.8,Diesel,2006,115938,8869,20,0.08,115938,Small,26588
Toyota,RAV4,2.2,Hybrid,1993,182975,3358,33,0.02,182975,Medium,26589
Toyota,Yaris,1.0,Petrol,2011,65582,10132,15,0.15,65582,Small,26590
Ford,Focus,1.6,Hybrid,2003,122171,7527,23,0.06,122171,Small,26591
Ford,Focus,2.0,Petrol,1993,146793,2962,33,0.02,146793,Small,26592
Ford,Mondeo,1.4,Diesel,1993,177565,1994,33,0.01,177565,Small,26593
Ford,Fiesta,1.4,Petrol,2004,147486,3538,22,0.02,147486,Small,26594
Ford,Fiesta,1.4,Hybrid,1998,87417,4500,28,0.05,87417,Small,26595
Ford,Focus,1.6,Petrol,2001,179940,3422,25,0.02,179940,Small,26596
Ford,Mondeo,2.0,Diesel,1997,182658,2979,29,0.02,182658,Small,26597
VW,Polo,1.2,Petrol,2012,65182,10544,14,0.16,65182,Small,26598
Ford,Focus,1.6,Diesel,2013,74518,18140,13,0.24,74518,Small,26599
Ford,Mondeo,1.6,Diesel,2015,58766,22790,11,0.39,58766,Small,26600
BMW,Z4,2.2,Petrol,2000,153329,5183,26,0.03,153329,Medium,26601
Ford,Mondeo,2.0,Diesel,2016,18057,34696,10,1.92,18057,Small,26602
VW,Golf,1.4,Petrol,2018,29851,25069,8,0.84,29851,Small,26603
BMW,M5,4.0,Petrol,2002,176350,11871,24,0.07,176350,Large,26604
Toyota,Prius,1.8,Hybrid,2018,34016,41152,8,1.21,34016,Small,26605
Toyota,RAV4,1.8,Hybrid,1984,245635,952,42,0.0,245635,Small,26606
Toyota,Yaris,1.2,Hybrid,2010,103145,9584,16,0.09,103145,Small,26607
Toyota,Prius,1.4,Hybrid,1999,159404,4152,27,0.03,159404,Small,26608
Toyota,Yaris,1.4,Petrol,2019,18842,27097,7,1.44,18842,Small,26609
BMW,Z4,2.4,Petrol,2014,57696,27890,12,0.48,57696,Medium,26610
Toyota,Prius,1.4,Hybrid,1999,79841,7633,27,0.1,79841,Small,26611
Ford,Fiesta,1.2,Petrol,2014,59742,12162,12,0.2,59742,Small,26612
Toyota,Yaris,1.2,Hybrid,2014,51225,17839,12,0.35,51225,Small,26613
VW,Polo,1.6,Petrol,1991,241482,719,35,0.0,241482,Small,26614
VW,Golf,1.4,Diesel,2018,17262,28240,8,1.64,17262,Small,26615
BMW,X3,2.4,Diesel,2011,59777,24841,15,0.42,59777,Medium,26616
